seed,n,m,target_r,delta,method,tau,neff,lambda_hat,achieved_risk_test,slack,utility,violation,runtime_fit_ratio,runtime_crc,severity,n_cal
0,2000,500,0.1,0.1,oracle,1.0,1570.1864910515433,0.99,1.1735,1.0905638127423989,0.0,1.0735,3.1960007618181407e-06,0.0021130509994691238,0.5,2000
0,2000,500,0.1,0.1,oracle+clip,1.0,1871.5759991087216,0.99,1.1735,1.092280361893477,0.0,1.0735,1.0749998182291165e-05,0.002232771999842953,0.5,2000
0,2000,500,0.1,0.1,oracle+clip,2.0,1654.041036697313,0.99,1.1735,1.0919202881898638,0.0,1.0735,1.4797999028814957e-05,0.0020679949993791524,0.5,2000
0,2000,500,0.1,0.1,oracle+clip,5.0,1570.1864910515433,0.99,1.1735,1.0928080557924174,0.0,1.0735,1.0118998034158722e-05,0.0019168750004610047,0.5,2000
0,2000,500,0.1,0.1,oracle+clip,10.0,1570.1864910515433,0.99,1.1735,1.0956133596049407,0.0,1.0735,9.958999726222828e-06,0.0021877460021642037,0.5,2000
0,2000,500,0.1,0.1,oracle+clip,20.0,1570.1864910515433,0.99,1.1735,1.1012239672299868,0.0,1.0735,1.2333999620750546e-05,0.001930790996993892,0.5,2000
0,2000,500,0.1,0.1,oracle+clip,50.0,1570.1864910515433,0.99,1.1735,1.118055790105126,0.0,1.0735,1.4787998225074261e-05,0.0023587849973409902,0.5,2000
0,2000,500,0.1,0.1,learned,1.0,1582.5479977023533,0.99,1.1735,1.0919713195512102,0.0,1.0735,0.002824769999278942,0.0022081139977672137,0.5,2000
0,2000,500,0.1,0.1,learned+clip,1.0,1873.0929668619494,0.99,1.1735,1.0915537330175489,0.0,1.0735,0.0029502010002033785,0.0022644829987257253,0.5,2000
0,2000,500,0.1,0.1,learned+clip,2.0,1653.858552496244,0.99,1.1735,1.0921325948732215,0.0,1.0735,0.002533150000090245,0.0023184560013760347,0.5,2000
0,2000,500,0.1,0.1,learned+clip,5.0,1582.5479977023533,0.99,1.1735,1.0942045915466618,0.0,1.0735,0.0026114499996765517,0.0020200930011924356,0.5,2000
0,2000,500,0.1,0.1,learned+clip,10.0,1582.5479977023533,0.99,1.1735,1.0969961815409766,0.0,1.0735,0.0026180429995292798,0.002515997002774384,0.5,2000
0,2000,500,0.1,0.1,learned+clip,20.0,1582.5479977023533,0.99,1.1735,1.102579361529606,0.0,1.0735,0.0026235030018142425,0.0020950680009264033,0.5,2000
0,2000,500,0.1,0.1,learned+clip,50.0,1582.5479977023533,0.99,1.1735,1.1193289014954941,0.0,1.0735,0.0027714370007743128,0.0023589140000694897,0.5,2000
0,2000,500,0.1,0.1,naive-learned-no-split,1.0,1659.4673290075257,0.99,1.1735,1.090977193383723,0.0,1.0735,0.002304569999978412,0.002171724001527764,0.5,2000
0,200,500,0.1,0.1,uniform,1.0,200.0,0.99,1.153,1.1605547640469527,0.0,1.053,8.496997907059267e-06,0.0012476079973566812,1.0,200
0,200,500,0.1,0.1,oracle,1.0,94.26934833512063,0.99,1.153,1.193310265725136,0.0,1.053,3.425997419981286e-06,0.0014768189976166468,1.0,200
0,200,500,0.1,0.1,oracle+clip,1.0,157.87323937560518,0.99,1.153,1.178345719205432,0.0,1.053,9.728999430080876e-06,0.001158045997726731,1.0,200
0,200,500,0.1,0.1,oracle+clip,2.0,129.99094966244706,0.99,1.153,1.1853972074497505,0.0,1.053,6.612001016037539e-06,0.0011800180000136606,1.0,200
0,200,500,0.1,0.1,oracle+clip,5.0,98.00839170984635,0.99,1.153,1.2133758848937561,0.0,1.053,6.44200190436095e-06,0.0011511529992276337,1.0,200
0,200,500,0.1,0.1,oracle+clip,10.0,94.26934833512063,0.99,1.153,1.2444480027891514,0.0,1.053,1.1371997970854864e-05,0.00184593800076982,1.0,200
0,200,500,0.1,0.1,oracle+clip,20.0,94.26934833512063,0.99,1.153,1.301267710638057,0.0,1.053,8.366001566173509e-06,0.0011733460014511365,1.0,200
0,200,500,0.1,0.1,oracle+clip,50.0,94.26934833512063,0.99,1.153,1.4717268341847747,0.0,1.053,7.405000360449776e-06,0.0011643880025076214,1.0,200
0,200,500,0.1,0.1,learned,1.0,78.39558002820769,0.99,1.153,1.2136770520525841,0.0,1.053,0.002127759998984402,0.0012322080001467839,1.0,200
0,200,500,0.1,0.1,learned+clip,1.0,152.8914604001569,0.99,1.153,1.1802561497283628,0.0,1.053,0.0016239809992839582,0.0011890149980899878,1.0,200
0,200,500,0.1,0.1,learned+clip,2.0,123.17407656446666,0.99,1.153,1.187719897319031,0.0,1.053,0.001854515001468826,0.001339424998150207,1.0,200
0,200,500,0.1,0.1,learned+clip,5.0,92.9322806160746,0.99,1.153,1.2209670573026523,0.0,1.053,0.0018344060008530505,0.0015074270013428759,1.0,200
0,200,500,0.1,0.1,learned+clip,10.0,78.73046952117055,0.99,1.153,1.2606306802086107,0.0,1.053,0.0019234869978390634,0.0011859600017487537,1.0,200
0,200,500,0.1,0.1,learned+clip,20.0,78.39558002820769,0.99,1.153,1.3132448748734096,0.0,1.053,0.0015504410002904478,0.0013141759991412982,1.0,200
0,200,500,0.1,0.1,learned+clip,50.0,78.39558002820769,0.99,1.153,1.4704572266957654,0.0,1.053,0.001559506999910809,0.0013068330008536577,1.0,200
0,200,500,0.1,0.1,naive-learned-no-split,1.0,71.61427852693674,0.99,1.153,1.2177543616295925,0.0,1.053,0.0018273630012117792,0.001453894998121541,1.0,200
0,500,500,0.1,0.1,uniform,1.0,500.0,0.99,1.15,1.1281639893371445,0.0,1.0499999999999998,9.277999197365716e-06,0.0013406370017037261,1.0,500
0,500,500,0.1,0.1,oracle,1.0,227.33118839623984,0.99,1.15,1.1521977568125346,0.0,1.0499999999999998,2.624998160172254e-06,0.001313986002060119,1.0,500
0,500,500,0.1,0.1,oracle+clip,1.0,393.84065209940354,0.99,1.15,1.1447379398380435,0.0,1.0499999999999998,7.72500061430037e-06,0.0013072129986539949,1.0,500
0,500,500,0.1,0.1,oracle+clip,2.0,323.54320739079793,0.99,1.15,1.1515323192029172,0.0,1.0499999999999998,6.643000233452767e-06,0.0012838279981224332,1.0,500
0,500,500,0.1,0.1,oracle+clip,5.0,240.2411942433657,0.99,1.15,1.1612510543820853,0.0,1.0499999999999998,6.131998816272244e-06,0.0022890700020070653,1.0,500
0,500,500,0.1,0.1,oracle+clip,10.0,227.33118839623984,0.99,1.15,1.1727484146959017,0.0,1.0499999999999998,9.818999387789518e-06,0.0017911229988385458,1.0,500
0,500,500,0.1,0.1,oracle+clip,20.0,227.33118839623984,0.99,1.15,1.195582479010754,0.0,1.0499999999999998,7.294001989066601e-06,0.0012829760016757064,1.0,500
0,500,500,0.1,0.1,oracle+clip,50.0,227.33118839623984,0.99,1.15,1.2640846719553116,0.0,1.0499999999999998,1.0589999874355271e-05,0.001376216001517605,1.0,500
0,500,500,0.1,0.1,learned,1.0,216.96062722393415,0.99,1.15,1.1533140761127336,0.0,1.0499999999999998,0.00202556300064316,0.00148790000093868,1.0,500
0,500,500,0.1,0.1,learned+clip,1.0,391.41866143545076,0.99,1.15,1.1459790359686408,0.0,1.0499999999999998,0.0017339730002277065,0.0016678959982527886,1.0,500
0,500,500,0.1,0.1,learned+clip,2.0,319.8716949423294,0.99,1.15,1.1525626524028927,0.0,1.0499999999999998,0.0022886389997438528,0.0014762480022909585,1.0,500
0,500,500,0.1,0.1,learned+clip,5.0,240.40995683996547,0.99,1.15,1.1619887921373682,0.0,1.0499999999999998,0.002049599999736529,0.0013045880004938226,1.0,500
0,500,500,0.1,0.1,learned+clip,10.0,216.96062722393415,0.99,1.15,1.1733240514485224,0.0,1.0499999999999998,0.0018917169982159976,0.0013325709987839218,1.0,500
0,500,500,0.1,0.1,learned+clip,20.0,216.96062722393415,0.99,1.15,1.1955573573771763,0.0,1.0499999999999998,0.0018587429985927884,0.0018856050010072067,1.0,500
0,500,500,0.1,0.1,learned+clip,50.0,216.96062722393415,0.99,1.15,1.262257275163138,0.0,1.0499999999999998,0.0026656439986254554,0.002152577999368077,1.0,500
